k          a           b           f(a)        f(b)         e         e/|bk|       xk       f(xk)
169    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
170    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
171    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
172    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
173    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
174    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
175    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
176    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
177    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
178    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
179    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
180    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
181    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
182    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
183    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
184    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
185    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
186    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
187    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
188    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
189    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
190    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
191    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
192    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
193    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
194    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
195    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
196    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
197    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
198    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
199    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
200    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
201    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
